Gene	Num.sgRNA	Library.ES	Initial.ES	Final.ES	EnrichmentRatio	pval	qval
hsa-mir-1253	4	2965.250000	3669.916667	3385.750000	-0.116272	0.7853114700274019	0.0434678459554081
hsa-mir-1254-1	4	1751.833333	2179.750000	3896.500000	0.838016	0.1323192520649238	0.0139971439100792
hsa-mir-1254-2	4	294.750000	4666.750000	422.583333	-3.465110	0.0010685487298376	0.0004376266814078
hsa-mir-1255a	4	4024.000000	404.083333	2020.083333	2.321690	0.3109306503777701	0.0253224617652478
hsa-mir-1255b-1	2	9453.500000	2605.500000	1408.833333	-0.887059	0.3887051005496299	0.0291321171918187
hsa-mir-1255b-2	3	6740.333333	777.666667	2216.444444	1.511023	0.1349948128714459	0.0141860143725815
hsa-mir-1256	4	542.333333	2337.083333	2510.250000	0.103122	0.8733816065661741	0.0461834346784596
hsa-mir-1257	4	3966.583333	3415.416667	4453.250000	0.382797	0.4168996915741015	0.0303321356182053
hsa-mir-1258	4	3473.833333	1448.500000	3450.583333	1.252281	0.0371638958227326	0.0055348258706468
hsa-mir-125a	4	721.666667	4319.166667	2153.500000	-1.004070	0.0408219797552386	0.0059102634973282
hsa-mir-125b-1	4	4879.333333	1439.250000	2983.500000	1.051689	0.2347463818430627	0.0211719181868436
hsa-mir-125b-2	4	1914.166667	2306.666667	2353.750000	0.029152	0.9602657305235076	0.0487493090105030
hsa-mir-126	4	1019.000000	3962.083333	3239.166667	-0.290637	0.5331941161656008	0.0350262576008845
hsa-mir-1260a	4	3067.583333	672.583333	1291.083333	0.940797	0.4684628364732631	0.0325732448866777
hsa-mir-1260b	4	974.416667	3602.083333	2066.000000	-0.801991	0.1900130660294588	0.0182766721945826
hsa-mir-1261	4	1351.250000	518.000000	502.583333	-0.043589	0.9683933814016286	0.0489704256495301
hsa-mir-1262	4	1707.666667	2935.833333	1247.166667	-1.235116	0.3386478982821109	0.0267113506541367
hsa-mir-1263	4	3198.000000	1981.500000	2017.750000	0.026154	0.9625002672062026	0.0488230145568454
hsa-mir-1264	4	799.500000	1748.583333	2046.416667	0.226913	0.7426147758134207	0.0420927768564585
hsa-mir-1265	4	920.333333	4607.000000	1774.333333	-1.376551	0.0083471320198332	0.0019301639948406
hsa-mir-1266	4	2130.333333	599.333333	4127.166667	2.783721	0.0466820884537921	0.0065459738345310
hsa-mir-1267	4	304.083333	1125.500000	1868.833333	0.731572	0.4476995763875254	0.0316772618389534
hsa-mir-1268a	4	1226.916667	2038.000000	2056.500000	0.013037	0.9882081966093056	0.0496038326884098
hsa-mir-1268b	4	7.416667	4200.666667	1885.583333	-1.155607	0.1342102376552081	0.0141261286161784
hsa-mir-1269a	4	4082.750000	3273.500000	2815.833333	-0.217272	0.6648583480648211	0.0396558872305141
hsa-mir-1269b	4	676.250000	2980.666667	5227.083333	0.810371	0.2595002942437463	0.0224940114243597
hsa-mir-127	4	2696.583333	296.666667	3732.916667	3.653389	0.0389998656157021	0.0057283029297955
hsa-mir-1270-1	4	3086.000000	1507.666667	1637.750000	0.119398	0.8472067598504236	0.0453980099502488
hsa-mir-1271	4	3944.916667	1741.250000	3815.250000	1.131654	0.0248363171508196	0.0040929611203243
hsa-mir-1272	4	1161.333333	1580.583333	2263.666667	0.518204	0.4514962626914142	0.0318108531416989
hsa-mir-1273a	4	5034.916667	177.083333	2554.333333	3.850446	0.0966033764049210	0.0112170628339783
hsa-mir-1273c	4	850.083333	2552.833333	4948.416667	0.954868	0.1598640987899046	0.0159871936613230
hsa-mir-1273d	4	2849.333333	1212.666667	4688.916667	1.951072	0.0118495358094548	0.0024414962225908
hsa-mir-1273f	4	744.916667	1732.833333	4744.083333	1.452996	0.0969070464159451	0.0112447024138566
hsa-mir-1273g	4	191.750000	3083.416667	4895.750000	0.667000	0.2080807010486217	0.0195112400958172
hsa-mir-1273h	4	811.083333	2966.583333	1275.000000	-1.218305	0.0761085535815902	0.0094066703519440
hsa-mir-1275	4	632.833333	3840.333333	1865.666667	-1.041540	0.2339202155539746	0.0211235489220564
hsa-mir-1276	4	2487.166667	1344.500000	2788.666667	1.052506	0.2336301934083680	0.0210936060438548
hsa-mir-1277	4	19.666667	2730.666667	51.583333	-5.726204	0.2059285850291991	0.0193753454947485
hsa-mir-1278	3	1519.333333	4778.000000	4271.333333	-0.161720	0.6781663633808193	0.0400773908236595
hsa-mir-1279	2	3460.166667	7732.333333	3245.833333	-1.252315	0.0578907745280290	0.0076768933112217
hsa-mir-128-1	4	987.083333	3457.250000	3807.416667	0.139188	0.6857576280255850	0.0403399668325042
hsa-mir-128-2	4	128.416667	3954.083333	3477.166667	-0.185431	0.6437379073032148	0.0388911921872121
hsa-mir-1281	4	3223.416667	726.500000	2829.500000	1.961512	0.1526658946251588	0.0154228855721393
hsa-mir-1282	4	2343.166667	2269.166667	3923.166667	0.789856	0.2446743379863179	0.0217408328726737
hsa-mir-1283-1	4	1242.916667	4697.916667	4320.083333	-0.120962	0.3466414628569829	0.0271282476506357
hsa-mir-1283-2	4	5304.500000	350.750000	1577.500000	2.169125	0.0586232203002930	0.0077598120508568
hsa-mir-1284	4	3263.583333	1466.916667	879.750000	-0.737621	0.5612486676025702	0.0360235857748296
hsa-mir-1285-1	4	1888.833333	1695.083333	4494.666667	1.406858	0.0458154731474943	0.0064653583932191
hsa-mir-1285-2	4	2069.333333	3704.250000	3196.583333	-0.212651	0.7204382950995294	0.0414040906578220
hsa-mir-1286	4	1818.250000	1392.583333	2629.916667	0.917253	0.3709195065232342	0.0283420858669615
hsa-mir-1287	4	443.000000	2215.833333	2878.916667	0.377677	0.6718837374932369	0.0398700939745716
hsa-mir-1288	4	2848.000000	4914.416667	944.916667	-2.378761	0.0002981870710148	0.0001704440759167
hsa-mir-1289-1	4	812.083333	1626.416667	987.666667	-0.719601	0.4684992497520439	0.0325755481850009
hsa-mir-1289-2	4	352.166667	2917.250000	2620.166667	-0.154950	0.7238232027948981	0.0415330753639211
hsa-mir-129-1	4	3719.750000	1771.500000	2793.750000	0.657231	0.3656668766314532	0.0280887230514096
hsa-mir-129-2	4	713.916667	4769.000000	3176.750000	-0.586135	0.1213189081705402	0.0131126773539709
hsa-mir-1290	4	5193.333333	72.416667	4295.333333	5.890305	0.0047258211690810	0.0012345679012346
hsa-mir-1291	4	1967.750000	2662.250000	1203.583333	-1.145310	0.2121559079435414	0.0197669062096923
hsa-mir-1292	4	2598.583333	2967.916667	3147.333333	0.084679	0.8894163436821868	0.0466947669062097
hsa-mir-1293	4	1317.833333	2848.833333	823.166667	-1.791115	0.0667045852828825	0.0084899576193109
hsa-mir-1294	4	3792.833333	2958.000000	4774.666667	0.690778	0.1127274514993688	0.0124378109452736
hsa-mir-1295a	4	854.666667	821.833333	2273.500000	1.467997	0.1215390354589697	0.0131380136355261
hsa-mir-1296	4	2271.083333	2075.500000	2365.583333	0.188737	0.7077348312329999	0.0410171365395246
hsa-mir-1297	3	5764.555556	1938.555556	3299.333333	0.767192	0.2884110508053714	0.0241316565321540
hsa-mir-1298	4	2412.500000	2426.500000	3539.416667	0.544635	0.1909732589284101	0.0183526810392482
hsa-mir-1299	4	359.083333	2851.583333	1949.500000	-0.548659	0.3836476788048047	0.0289202137460844
hsa-mir-1301	4	1517.166667	2174.250000	3659.916667	0.751293	0.2047035161541340	0.0192947300534365
hsa-mir-1302-1	4	3796.833333	1736.166667	1350.083333	-0.362857	0.7035404489902612	0.0408697254468399
hsa-mir-1302-10	4	3473.166667	1273.250000	1850.666667	0.539529	0.5160738451012449	0.0343606043854800
hsa-mir-1302-3	3	2492.888889	3308.333333	3167.222222	-0.062887	0.9282746518073772	0.0477819237147595
hsa-mir-1302-4	4	3291.416667	2764.666667	2091.250000	-0.402740	0.5359525982151215	0.0351460291136908
hsa-mir-1302-5	4	1166.666667	2953.916667	444.916667	-2.731022	0.0673420830740269	0.0085613598673300
hsa-mir-1302-6	4	3364.750000	3658.166667	461.833333	-2.985677	0.0070231548642443	0.0016721945826423
hsa-mir-1302-7	4	3317.833333	1788.083333	3551.083333	0.989845	0.1191946054306619	0.0129606596646398
hsa-mir-1302-8	4	4911.250000	2401.166667	791.083333	-1.601834	0.1614386896923445	0.0161138750690989
hsa-mir-1303	4	2096.666667	654.833333	1132.333333	0.790099	0.4490135702201907	0.0317256311037406
hsa-mir-1304	4	346.416667	4201.250000	4445.500000	0.081527	0.6384407995659315	0.0386746821448314
hsa-mir-1305	4	5306.750000	449.833333	530.166667	0.237055	0.8301872063868274	0.0448498249493274
hsa-mir-1306	4	2052.000000	3879.250000	2946.416667	-0.396816	0.3321956268634091	0.0263819789939193
hsa-mir-1307	4	1191.666667	4490.083333	4801.416667	0.096718	0.5657552765117597	0.0361940298507463
hsa-mir-130a	4	3615.333333	4295.000000	992.583333	-2.113398	0.0106917607891974	0.0022894785332596
hsa-mir-130b	4	83.333333	3501.750000	3970.333333	0.181184	0.6882690167338227	0.0404044591855537
hsa-mir-132	4	2845.666667	910.916667	4904.333333	2.428666	0.0030439893194195	0.0009098028376635
hsa-mir-1321	4	560.916667	3255.333333	1270.500000	-1.357409	0.1697811187620446	0.0167680117928874
hsa-mir-1322	1	15250.666667	6698.000000	13100.333333	0.967801	0.0948937924394049	0.0110834715312327
hsa-mir-1323	4	4552.166667	1527.166667	2682.166667	0.812541	0.3622605377378125	0.0279159756771697
hsa-mir-1324	4	2896.083333	2876.500000	3627.833333	0.334794	0.4822154433088292	0.0330730606228119
hsa-mir-133a-1	4	2612.833333	1891.750000	4164.250000	1.138335	0.0522574594947871	0.0070964621337756
hsa-mir-133a-2	4	2226.500000	3584.416667	2608.333333	-0.458610	0.2929721238428498	0.0243850193477059
hsa-mir-133b	4	2935.916667	776.250000	2753.833333	1.826848	0.1611825775408777	0.0160931453841902
hsa-mir-134	4	3168.250000	2499.583333	2171.166667	-0.203217	0.7779572609562406	0.0432306062281187
hsa-mir-1343	4	1829.500000	2058.083333	3775.083333	0.875207	0.2646055238417651	0.0228141698912843
hsa-mir-135a-1	4	4199.500000	2308.500000	2662.166667	0.205645	0.7212800863586971	0.0414317302377004
hsa-mir-135a-2	4	1822.250000	1211.000000	3171.250000	1.388853	0.1016885810872128	0.0116408697254468
hsa-mir-135b	4	3491.333333	4971.083333	3940.916667	-0.335029	0.1134179852629562	0.0124930901050304
hsa-mir-136	4	283.916667	4698.500000	2412.500000	-0.961671	0.2535312931618642	0.0221669430624655
hsa-mir-137	4	280.333333	5049.916667	2490.166667	-1.020017	0.1357266020593751	0.0142435968306615
hsa-mir-138-1	4	215.250000	1727.583333	1505.166667	-0.198832	0.6419697979325220	0.0388059701492537
hsa-mir-138-2	4	51.666667	4650.000000	1294.083333	-1.845300	0.0006344388144344	0.0002902155887231
hsa-mir-139	4	850.833333	2844.750000	4055.083333	0.511430	0.2822415257566300	0.0237930716786438
hsa-mir-140	4	2283.333333	2592.833333	1736.083333	-0.578693	0.1981533794577962	0.0188363736871200
hsa-mir-141	4	637.333333	2923.416667	1411.166667	-1.050767	0.2110429441095797	0.0196770775750875
hsa-mir-142	4	2414.833333	2522.916667	2946.750000	0.224032	0.8291851474351302	0.0448244886677722
hsa-mir-143	4	452.583333	4183.083333	3994.500000	-0.066552	0.8578851271518904	0.0457527178920214
hsa-mir-144	4	350.250000	4474.166667	2931.333333	-0.610062	0.2903869279548428	0.0242514280449604
hsa-mir-145	4	2928.666667	3317.583333	2182.833333	-0.603931	0.4083572644521348	0.0299520913948775
hsa-mir-1468	4	2508.250000	1478.416667	2806.083333	0.924505	0.2287707412339121	0.0207573244886678
hsa-mir-1469	4	5123.333333	1208.750000	3887.000000	1.685141	0.1161726808598787	0.0127119034457343
hsa-mir-146a	4	2655.750000	2184.416667	1851.250000	-0.238748	0.7180148170136826	0.0413372950064492
hsa-mir-146b	4	1794.833333	665.583333	2282.583333	1.777976	0.1284961352013431	0.0136885019347706
hsa-mir-1470	4	3162.916667	2016.083333	1962.250000	-0.039046	0.9648681597229514	0.0488805970149254
hsa-mir-1471	4	1316.583333	1779.916667	1598.750000	-0.154865	0.8628230812333574	0.0458793992997973
hsa-mir-147a	4	1155.333333	2241.916667	2980.916667	0.411023	0.5123747296200797	0.0342454394693201
hsa-mir-147b	4	3608.833333	833.833333	1914.833333	1.199388	0.3385831776735149	0.0267044407591671
hsa-mir-148a	3	3136.222222	3897.333333	2307.333333	-0.756261	0.1696609031713340	0.0167587985995946
hsa-mir-148b	4	578.000000	3176.666667	1876.083333	-0.759790	0.2013662477657274	0.0190275474479455
hsa-mir-149	4	272.583333	3934.666667	1244.083333	-1.661158	0.0717656557365481	0.0089874700571218
hsa-mir-150	4	1537.833333	2310.833333	2639.500000	0.191851	0.8253235792206673	0.0447001105583195
hsa-mir-151a	4	3615.500000	2280.833333	4234.583333	0.892659	0.0525738014598772	0.0071333149069467
hsa-mir-151b	4	1218.833333	2942.416667	3089.333333	0.070294	0.8458940333778795	0.0453450340888152
hsa-mir-152	4	2797.250000	706.833333	2543.416667	1.847326	0.2067831925229173	0.0194237147595357
hsa-mir-153-1	4	2078.250000	1951.416667	1846.333333	-0.079859	0.9403153725035400	0.0481527547447946
hsa-mir-153-2	3	756.777778	4490.777778	6028.777778	0.424900	0.3676964279015417	0.0281969780726000
hsa-mir-1537	3	3943.111111	2992.666667	3184.888889	0.089811	0.8759626870051904	0.0462640501197715
hsa-mir-1538	4	1433.166667	2685.916667	2874.000000	0.097646	0.9025752384958383	0.0470586880412751
hsa-mir-1539	4	721.833333	4461.750000	4504.666667	0.013811	0.9286366772042133	0.0477911369080523
hsa-mir-154	4	3206.750000	1211.083333	2741.416667	1.178623	0.0335977130209956	0.0051524783489958
hsa-mir-155	4	468.750000	4829.416667	3717.583333	-0.377484	0.1347237171788329	0.0141721945826423
hsa-mir-1587	4	1135.083333	1555.833333	2591.166667	0.735914	0.3029218728732856	0.0249124746637184
hsa-mir-15a	4	2602.083333	3216.166667	1129.000000	-1.510297	0.0735733086363387	0.0091717339229777
hsa-mir-15b	4	4520.000000	1735.000000	1445.083333	-0.263783	0.6652105914163611	0.0396720103187765
hsa-mir-16-1	4	1657.750000	3084.500000	1683.416667	-0.873644	0.0617102325393945	0.0080431177446103
hsa-mir-16-2	4	5070.416667	2534.750000	2040.583333	-0.312862	0.6362773287030804	0.0385871568085498
hsa-mir-17	4	2146.833333	3524.083333	3477.583333	-0.019163	0.9484039295879991	0.0483899944720840
hsa-mir-181a-1	4	3916.416667	3474.166667	3427.166667	-0.019651	0.9573580185469411	0.0486663902708679
hsa-mir-181a-2	4	3236.083333	2110.166667	2311.416667	0.131420	0.8188539802247242	0.0445089367974940
hsa-mir-181b-1	4	2376.416667	1337.083333	744.000000	-0.845715	0.2743872842466108	0.0233208955223881
hsa-mir-181b-2	4	388.333333	4517.666667	2381.250000	-0.923859	0.0614760315283358	0.0080246913580247
hsa-mir-181c	4	714.583333	667.166667	2526.833333	1.921211	0.1827262577670931	0.0177146674037221
hsa-mir-181d	4	677.000000	4542.250000	2789.250000	-0.703530	0.2775472334953562	0.0235212824765064
hsa-mir-182	4	3406.750000	2666.083333	2711.000000	0.024103	0.9605107153680754	0.0487562189054726
hsa-mir-1825	4	386.250000	1783.916667	980.916667	-0.862846	0.5079831664566901	0.0340634789017874
hsa-mir-1827	4	2860.833333	2581.750000	2515.416667	-0.037552	0.9569014523784924	0.0486456605859591
hsa-mir-183	4	3365.166667	4876.666667	2958.500000	-0.721029	0.2473141320826094	0.0218606043854800
hsa-mir-184	4	4025.000000	1815.000000	1997.250000	0.138045	0.9193199608704355	0.0475562004790861
hsa-mir-185	4	1514.833333	4948.500000	3407.583333	-0.538242	0.0288489626532127	0.0045950801547816
hsa-mir-186	4	1288.500000	4886.416667	575.083333	-3.086934	0.0032056342147733	0.0009443523125115
hsa-mir-187	4	2111.166667	2123.000000	2903.916667	0.451896	0.4737561342476498	0.0327598120508568
hsa-mir-188	4	804.083333	3837.750000	3749.500000	-0.033563	0.7694440488540892	0.0429772434125668
hsa-mir-18a	4	3428.916667	4177.916667	3609.750000	-0.210885	0.2472948189934813	0.0218559977888336
hsa-mir-18b	4	4668.083333	618.500000	2686.916667	2.119106	0.1715507619945088	0.0168808734107242
hsa-mir-1908	4	271.666667	1453.583333	442.166667	-1.716952	0.3056813972708536	0.0250552791597568
hsa-mir-1909	4	712.833333	3698.333333	3122.166667	-0.244328	0.6103272252858936	0.0377625760088447
hsa-mir-190a	4	902.333333	3906.000000	2132.333333	-0.873259	0.1963910829953487	0.0187304219642528
hsa-mir-190b	4	1874.416667	521.333333	1200.166667	1.202957	0.4679745462660989	0.0325525152017689
hsa-mir-191	4	3643.000000	755.666667	4007.833333	2.407001	0.0332952655297038	0.0051294453657638
hsa-mir-1910	4	1669.666667	3864.500000	2693.500000	-0.520800	0.4491686346839669	0.0317325409987102
hsa-mir-1911	4	2177.833333	4156.416667	2629.916667	-0.660323	0.2432603974067528	0.0216325778514833
hsa-mir-1912	2	5471.666667	6396.166667	5933.500000	-0.108324	0.7882168608288549	0.0435392482034273
hsa-mir-1913	4	3277.666667	2698.583333	2119.166667	-0.348705	0.6085136317634127	0.0376704440759167
hsa-mir-1914	4	1401.083333	3788.166667	3003.166667	-0.335015	0.5984232474808431	0.0373295559240833
hsa-mir-1915	4	2894.833333	2388.083333	4501.416667	0.914526	0.0290284089338876	0.0046181131380136
hsa-mir-192	4	1771.750000	1736.500000	1922.666667	0.146926	0.8807113137116678	0.0464229777040722
hsa-mir-193a	4	815.750000	1605.500000	1343.750000	-0.256758	0.8117629878357372	0.0442832135618205
hsa-mir-193b	4	1542.333333	1582.416667	1979.666667	0.323128	0.6103659304289670	0.0377648793071679
hsa-mir-194-1	4	1246.500000	4399.083333	2464.000000	-0.836201	0.0453537823253657	0.0064100792334623
hsa-mir-194-2	4	624.833333	2576.083333	2142.416667	-0.265940	0.4913587329287294	0.0333978256863829
hsa-mir-195	4	1549.583333	2399.833333	4349.750000	0.857998	0.0520341829620180	0.0070619126589276
hsa-mir-196a-1	4	1212.166667	3369.083333	3868.000000	0.199232	0.6344445389973248	0.0385249677538235
hsa-mir-196a-2	4	1215.416667	3496.666667	2558.666667	-0.450588	0.4000300554706808	0.0295973834531049
hsa-mir-196b	4	4088.583333	2707.416667	572.583333	-2.241359	0.0820914895197013	0.0099663718444813
hsa-mir-197	4	51.166667	1619.000000	1736.083333	0.100733	0.9043359934294891	0.0470978441127695
hsa-mir-1972-1	4	189.916667	2766.250000	1927.333333	-0.521325	0.2249251178322763	0.0205569375345495
hsa-mir-1972-2	1	11332.333333	12338.333333	15757.333333	0.352876	0.2694372171371960	0.0230514096185738
hsa-mir-1973	4	2040.000000	2968.333333	2768.750000	-0.100418	0.8828758875386307	0.0464874700571218
hsa-mir-1976	4	484.916667	2394.916667	2550.333333	0.090710	0.9073720279834551	0.0472037958356366
hsa-mir-198	4	313.833333	2999.583333	2481.916667	-0.273307	0.7239628000538449	0.0415353786622443
hsa-mir-199a-1	4	39.333333	3312.750000	2617.416667	-0.339886	0.6672568250754625	0.0397480191634421
hsa-mir-199a-2	3	3723.222222	2464.000000	4362.444444	0.824135	0.0388564436558963	0.0057029666482403
hsa-mir-199b	4	1504.416667	3763.416667	2991.000000	-0.331415	0.2437268032528173	0.0216671273263313
hsa-mir-19a	3	3950.666667	2484.666667	3789.000000	0.608765	0.2421841433416945	0.0215611756034642
hsa-mir-19b-1	4	3089.500000	3190.333333	2613.833333	-0.287540	0.6445872110152534	0.0389234383637369
hsa-mir-19b-2	3	606.111111	2992.333333	4149.666667	0.471725	0.2242587589654284	0.0205131748664087
hsa-mir-200a	4	1281.000000	4033.500000	1644.666667	-1.294237	0.0080927761475905	0.0018748848350838
hsa-mir-200b	4	1875.416667	3636.416667	2810.916667	-0.371477	0.2033057308555609	0.0191864750322462
hsa-mir-200c	4	1130.000000	3109.333333	1764.666667	-0.817210	0.1890563008859024	0.0182121798415331
hsa-mir-202	4	1980.916667	2271.500000	1286.666667	-0.820007	0.4407369926788991	0.0314123825317855
hsa-mir-203a	4	1333.250000	1085.666667	2592.666667	1.255856	0.4125159739151672	0.0301501750506726
hsa-mir-203b	1	9302.666667	10968.666667	9232.333333	-0.248621	0.4032751966178016	0.0297378846508200
hsa-mir-204	4	4191.000000	2541.083333	3838.416667	0.595068	0.3611825906980418	0.0278583932190897
hsa-mir-205	4	1935.333333	2350.333333	2800.833333	0.252991	0.4210202075887660	0.0305187027823844
hsa-mir-2052	2	8206.500000	2934.833333	3752.166667	0.354445	0.4648281274557832	0.0324004975124378
hsa-mir-2053	4	1998.250000	3534.500000	2295.416667	-0.622750	0.2112766295813803	0.0196932006633499
hsa-mir-2054	3	1424.000000	3179.333333	1219.333333	-1.382632	0.3056752789322675	0.0250529758614336
hsa-mir-206	4	4018.916667	1420.500000	2677.166667	0.914308	0.3836792141681881	0.0289271236410540
hsa-mir-208a	4	2410.250000	749.833333	1877.333333	1.324043	0.3097222425974986	0.0252625760088447
hsa-mir-208b	4	3725.083333	1795.583333	2569.750000	0.517175	0.4326557862759017	0.0310116086235489
hsa-mir-20a	1	5442.000000	15231.000000	12620.333333	-0.271261	0.0166202312144289	0.0031071494379952
hsa-mir-20b	4	3917.666667	404.416667	3178.500000	2.974432	0.1742858190603611	0.0170743504698729
hsa-mir-21	4	1400.750000	3830.416667	1947.500000	-0.975878	0.0776915954591918	0.0095655979362447
hsa-mir-210	4	1337.750000	2611.750000	4137.916667	0.663888	0.3306364967689220	0.0262921503593145
hsa-mir-211	4	2777.583333	4537.000000	2596.250000	-0.805309	0.1853577524873794	0.0179104477611940
hsa-mir-2110	4	51.833333	4079.333333	2612.583333	-0.642856	0.1763407777777205	0.0172102450709416
hsa-mir-2113	4	2352.416667	3068.166667	2093.750000	-0.551288	0.2797706900050613	0.0236733001658375
hsa-mir-2114	4	4948.916667	1223.500000	3071.250000	1.327812	0.2320058888172085	0.0209715312327253
hsa-mir-2115	4	1463.666667	3112.250000	3481.416667	0.161717	0.5413847702222172	0.0353395061728395
hsa-mir-2116	4	1554.083333	4390.083333	2581.166667	-0.766225	0.1188362150335715	0.0129192002948222
hsa-mir-2117	4	520.916667	4192.166667	2817.916667	-0.573067	0.1204542177030599	0.0130504882992445
hsa-mir-212	4	2651.916667	686.500000	2349.083333	1.774766	0.2696165129252572	0.0230675327068362
hsa-mir-214	4	2016.666667	4181.916667	2739.666667	-0.610164	0.1419045064592267	0.0146950433020085
hsa-mir-215	4	5004.416667	2820.833333	2526.500000	-0.158981	0.7647589906666902	0.0428206191265893
hsa-mir-216a	4	2468.083333	916.833333	3377.583333	1.881260	0.0149098514983199	0.0028676064123825
hsa-mir-216b	4	4331.416667	4692.833333	2960.333333	-0.664700	0.1256748807332637	0.0135111479638843
hsa-mir-217	4	4676.333333	1782.000000	3784.500000	1.086605	0.1478852524901368	0.0151441864750322
hsa-mir-218-1	4	4220.083333	3337.750000	1708.250000	-0.966357	0.1108551149420715	0.0123088262391745
hsa-mir-218-2	4	3958.166667	1319.500000	2304.583333	0.804515	0.3338705915448095	0.0264510779436153
hsa-mir-219a-1	4	1370.666667	1387.083333	1389.750000	0.002771	0.9976352709129763	0.0499470241385664
hsa-mir-219a-2	4	1220.583333	2138.916667	4027.500000	0.913004	0.2731203650009753	0.0232633130643081
hsa-mir-219b	4	2749.666667	4417.416667	928.750000	-2.249841	0.0202939301227138	0.0035562926110190
hsa-mir-22	4	2508.916667	3712.666667	2327.166667	-0.673881	0.2944613994374592	0.0244633314906947
hsa-mir-221	4	3082.833333	2166.833333	2002.166667	-0.114026	0.8591760291151408	0.0457803574718998
hsa-mir-222	4	1587.083333	1680.500000	4995.500000	1.571739	0.0263076086574623	0.0042910447761194
hsa-mir-223	4	279.583333	1340.666667	1635.333333	0.286634	0.8512575763015291	0.0455316012529943
hsa-mir-224	4	1063.333333	5395.750000	3343.333333	-0.690536	0.1510291343152551	0.0153146305509490
hsa-mir-2276	4	2344.166667	1726.250000	5083.333333	1.558133	0.0493467522280581	0.0068177630366685
hsa-mir-2277	4	2462.833333	4817.583333	5035.833333	0.063921	0.1960368547147026	0.0187027823843744
hsa-mir-2278	4	496.750000	3852.083333	4463.916667	0.212671	0.0489471431135446	0.0067647871752349
hsa-mir-2355	4	2437.750000	3812.916667	2536.166667	-0.588245	0.2797567324222909	0.0236686935691911
hsa-mir-2392	4	426.500000	3693.083333	4611.250000	0.320332	0.5992990653855940	0.0373687119955777
hsa-mir-23a	4	273.916667	4506.000000	2412.083333	-0.901568	0.0032813631741986	0.0009765984890363
hsa-mir-23b	4	1865.666667	2477.416667	3711.083333	0.583004	0.2389489856414868	0.0214022480191634
hsa-mir-23c	4	3028.250000	1473.583333	3150.500000	1.096252	0.2789007472744706	0.0236042012161415
hsa-mir-24-1	4	2520.750000	1995.500000	2835.000000	0.506598	0.3914449642373556	0.0292495854063018
hsa-mir-24-2	4	39.833333	5322.000000	652.083333	-3.028840	0.0137142107456249	0.0027063755297586
hsa-mir-2467	4	4957.500000	456.250000	1121.083333	1.296997	0.2116644774887893	0.0197139303482587
hsa-mir-25	4	1393.500000	3573.000000	2088.000000	-0.775014	0.2399878986818403	0.0214391007923346
hsa-mir-2681	4	2567.750000	2214.916667	1593.333333	-0.475204	0.5769327429193238	0.0365832872673669
hsa-mir-2682	4	1548.333333	2978.166667	4176.500000	0.487870	0.3754430405326222	0.0285562926110190
hsa-mir-26a-1	4	1413.916667	1030.250000	3958.166667	1.941838	0.0813349169554098	0.0098949695964621
hsa-mir-26a-2	4	257.250000	4674.250000	1204.250000	-1.956600	0.0158930855822384	0.0029919845218353
hsa-mir-26b	4	713.583333	4786.416667	1555.916667	-1.621181	0.0041182171886155	0.0011493458632762
hsa-mir-27a	4	4118.166667	2954.166667	2692.250000	-0.133939	0.8952525719892859	0.0468767274737424
hsa-mir-27b	4	4800.083333	1912.916667	3212.666667	0.747997	0.0451846932143057	0.0063985627418463
hsa-mir-28	4	176.583333	4046.583333	944.083333	-2.099718	0.0270874460419143	0.0043877833056938
hsa-mir-2861	4	2301.583333	1931.750000	3536.750000	0.872516	0.0723209757582381	0.0090335360235858
hsa-mir-2909	4	3159.833333	1042.500000	2309.250000	1.147377	0.2596742139334308	0.0225078312142989
hsa-mir-296	4	3812.416667	1677.083333	2902.500000	0.791342	0.3912122194797681	0.0292426755113322
hsa-mir-297	1	10711.000000	8115.000000	10723.333333	0.402090	0.3630406925125571	0.0279505251520177
hsa-mir-298	4	2830.333333	1396.416667	2458.333333	0.815951	0.1236810839551678	0.0133407038879676
hsa-mir-299	4	2438.916667	1044.500000	1830.416667	0.809360	0.3767174955833875	0.0286115717707758
hsa-mir-29a	4	4530.166667	1178.333333	1597.500000	0.439068	0.7285237341172514	0.0416574534733739
hsa-mir-29b-1	4	3020.250000	1374.666667	1557.666667	0.180305	0.7852681019233340	0.0434655426570849
hsa-mir-29b-2	4	4843.583333	2313.666667	1584.500000	-0.546153	0.3421287033516031	0.0269071310116086
hsa-mir-29c	4	2092.000000	4044.333333	1971.333333	-1.036730	0.1835585783774972	0.0177745531601253
hsa-mir-300	4	1642.666667	3366.833333	922.000000	-1.868554	0.0334306491647191	0.0051363552607334
hsa-mir-301a	3	7047.666667	4522.777778	6332.000000	0.485452	0.0379720037863539	0.0056062281186659
hsa-mir-301b	4	1288.416667	4100.666667	3603.833333	-0.186326	0.7427470196483665	0.0420996867514280
hsa-mir-302a	4	107.583333	4781.166667	3283.416667	-0.542165	0.0535167959570087	0.0072415699281371
hsa-mir-302b	4	2278.166667	776.916667	120.916667	-2.683747	0.2533435957419082	0.0221554265708495
hsa-mir-302c	4	4379.166667	888.500000	2639.000000	1.570548	0.0363681622627662	0.0054496038326884
